0.82939,0.85659,1.5209,0.95193,0.9609,0.57468,1.3777,0.82997,1.268,0.52617,0.44779,0.74685,1.281,0.43481,0.41755,0.4839,1.1864,0.75458,0.67051,1.2302,1.4412,0.43651,0.85972,0.38266,9.1146e+05
0.78997,0.98553,2.5165,0.79976,0.90721,0.7678,2.7556,0.77599,1.3826,0.6433,0.75367,0.63852,1.4995,0.45341,0.49043,0.36672,1.3729,0.844,0.98765,1.0533,1.4966,0.38103,0.4729,0.3117,1.1791e+06
0.58805,0.66487,1.755,0.30153,0.70449,0.45214,1.5098,0.19751,0.93906,0.46849,0.42171,0.2396,1.3584,0.41037,0.24163,0.2263,1.0011,0.62729,0.5385,0.30424,1.7414,0.2978,0.21221,0.16537,2.5411e+05
0.65878,0.78812,0.58523,0.30295,0.64451,0.53962,0.59957,0.19932,0.95724,0.56961,0.31013,0.25291,1.5112,0.46696,0.23909,0.18153,1.1169,0.83026,0.36627,0.35687,1.7168,0.41613,0.1806,0.16266,3.1905e+05
0.51756,0.59119,0.42957,0.31895,0.78999,0.42009,0.35479,0.20524,1.0937,0.48235,0.23838,0.2577,1.4572,0.42738,0.23538,0.18841,0.90449,0.63432,0.32047,0.35744,1.6359,0.37562,0.23036,0.18323,3.5544e+05
0.24534,0.5425,0.36695,0.27843,0.28378,0.379,0.25203,0.16355,0.36606,0.42678,0.25873,0.20279,0.42109,0.36885,0.17759,0.10932,0.31304,0.52154,0.33836,0.25805,0.25637,0.24392,0.19192,0.090475,3.6663e+05
0.17921,0.52916,0.43436,0.28772,0.12812,0.2944,0.28784,0.15939,0.17577,0.25435,0.32281,0.20257,0.19422,0.26299,0.14833,0.11406,0.21617,0.53943,0.43362,0.26046,0.162,0.3374,0.22602,0.08305,3.7922e+05
0.16197,0.51838,0.69155,0.24225,0.080822,0.34509,0.50124,0.11933,0.13393,0.51456,0.65627,0.15429,0.19082,0.30738,0.25148,0.10878,0.18982,0.61239,0.80353,0.23761,0.13756,0.26206,0.22972,0.082448,4.1565e+05
0.14411,0.53516,0.71877,0.25066,0.078803,0.36639,0.73362,0.11047,0.09839,0.58225,0.92705,0.13477,0.10146,0.28741,0.35248,0.10278,0.15416,0.64919,0.92698,0.23349,0.085009,0.27826,0.37764,0.080216,3.9758e+05
0.19173,0.84962,1.8132,0.21483,0.086197,0.50974,1.2817,0.081801,0.14265,1.2703,2.1397,0.10232,0.13312,0.41599,0.46471,0.11129,0.23371,1.7517,2.711,0.20935,0.093556,0.49151,0.61331,0.082998,2.917e+05
0.10875,0.55426,2.6247,0.20685,0.074004,0.34598,1.9536,0.089838,0.094699,0.37573,2.1846,0.11631,0.096146,0.29232,0.46877,0.094256,0.12163,0.50809,2.2846,0.18981,0.084962,0.299,0.40826,0.072407,2.6344e+05
0.16864,0.54711,1.4786,0.16569,0.12923,0.43682,1.0947,0.086236,0.17973,0.67338,1.5991,0.11157,0.13926,0.49896,0.55067,0.10152,0.17489,0.72606,1.8819,0.1721,0.10559,0.35242,0.49136,0.081662,2.5009e+05
0.20625,0.73295,1.5564,0.17286,0.12933,0.40824,1.0953,0.081828,0.17263,0.67811,1.1511,0.10896,0.17184,0.45616,0.54532,0.10396,0.21662,1.0284,1.3685,0.18643,0.10209,0.40001,0.65007,0.081477,2.4815e+05
0.1977,0.58202,2.7599,0.19478,0.14104,0.41078,3.2106,0.095369,0.20588,0.66407,2.0605,0.11972,0.13998,0.53234,0.55786,0.1156,0.24553,0.67548,1.5837,0.18326,0.12995,0.45946,0.72831,0.083404,2.744e+05
0.13699,0.54218,1.3667,0.1908,0.081345,0.37747,1.4262,0.087457,0.13316,0.61162,1.1833,0.12066,0.13473,0.52237,0.55527,0.098617,0.1574,0.67051,1.2175,0.19518,0.097109,0.49311,0.55601,0.070995,2.5458e+05
0.29946,0.7674,2.1384,0.20463,0.24122,0.60856,1.6727,0.073649,0.32164,0.99585,1.6476,0.10429,0.17203,0.64413,1.0054,0.11371,0.35872,1.0212,1.9419,0.19796,0.15506,0.52208,0.89502,0.084001,2.6341e+05
0.30466,0.80046,1.8817,0.17538,0.1858,0.54184,1.794,0.072262,0.26262,0.85232,1.9911,0.090391,0.14462,0.54607,0.93258,0.10115,0.375,1.1307,1.9671,0.16071,0.13795,0.62695,0.88221,0.071283,2.6443e+05
