0.10865,0.39088,1.2367,0.23136,0.43895,0.54621,1.7992,3.3525,0.4336,0.31347,0.44425,3.4431,0.46961,0.30186,0.1716,3.9079,0.11519,0.25857,0.503,0.22464,0.045095,0.078302,0.14217,0.12167,3.1162e+05
0.16887,0.54285,1.6489,0.38132,0.86657,0.78751,1.7313,4.06,0.84628,0.44788,0.48658,4.5209,1.0217,0.42616,0.19509,4.5515,0.15993,0.30611,0.57167,0.35988,0.066687,0.12074,0.17709,0.27037,3.3878e+05
0.88683,1.6585,5.7524,2.5317,1.3848,1.0924,4.1632,4.0499,1.4765,0.47499,0.98628,3.6597,1.1492,0.38577,0.61823,2.1446,1.0104,0.85139,2.265,4.5708,0.76049,0.31522,1.4761,1.0389,7.1479e+06
0.72557,0.65853,1.9118,0.70061,0.80174,0.62002,1.8745,0.77835,0.96554,0.46885,0.44844,0.50813,0.70755,0.33048,0.29363,0.42646,0.87897,0.55686,0.98853,1.1852,0.69425,0.20581,0.20451,0.15532,2.717e+06
0.62571,0.7216,0.58754,0.4757,0.7001,0.79946,0.49364,0.47203,0.95752,0.84631,0.27417,0.32517,0.59953,0.41623,0.18397,0.20135,0.96541,0.69553,0.42015,0.5662,0.58111,0.20275,0.12391,0.088523,2.2087e+06
0.46291,0.70922,0.33702,0.28917,0.37151,0.37688,0.21494,0.1884,0.54454,0.36702,0.20563,0.21789,0.25823,0.28928,0.13651,0.14639,0.62393,0.68638,0.31125,0.27341,0.23756,0.25916,0.12426,0.051061,2.5724e+05
0.35082,0.76471,0.41079,0.2685,0.25411,0.59692,0.3529,0.13467,0.33276,0.47365,0.28584,0.13679,0.22759,0.35864,0.12924,0.13688,0.46003,0.78608,0.40566,0.24359,0.16316,0.36093,0.17013,0.048438,3.0311e+05
0.17227,0.46457,0.29029,0.22802,0.15278,0.27662,0.29395,0.11196,0.2234,0.32732,0.38673,0.12211,0.14108,0.26307,0.15275,0.13699,0.16657,0.45841,0.33827,0.18735,0.08406,0.15129,0.11094,0.037248,3.3706e+05
0.13814,0.58021,0.81685,0.19052,0.083566,0.34067,0.87549,0.098404,0.11771,0.56387,1.3748,0.12342,0.12166,0.30337,0.14815,0.13496,0.14228,0.67999,1.1202,0.16416,0.039489,0.17279,0.17597,0.035324,3.1819e+05
0.10157,0.43151,1.2775,0.18131,0.12231,0.6726,21.008,0.12063,0.088598,0.66171,1.0174,0.10742,0.10382,0.29433,0.24755,0.14447,0.11045,0.55423,0.98369,0.17351,0.037435,0.18715,0.23491,0.040255,2.8461e+05
0.18247,0.87293,4.4007,0.21332,0.13746,0.78058,3.7197,0.10891,0.20011,1.394,2.9188,0.16231,0.12829,0.42229,0.33819,0.1295,0.24628,1.3114,3.7699,0.21243,0.054321,0.21403,0.24702,0.038627,1.5198e+05
0.1425,0.46764,1.0571,0.1643,0.092156,0.34831,1.1615,0.082416,0.14952,0.89947,1.5029,0.12146,0.12968,0.32225,0.25419,0.13034,0.15718,0.74732,1.3215,0.16404,0.043731,0.16813,0.22022,0.037303,1.4332e+05
0.15751,0.64618,2.0262,0.14966,0.098618,0.47005,1.5221,0.073082,0.12794,0.61631,1.591,0.10548,0.12858,0.38743,0.40462,0.12902,0.15616,0.72409,1.5446,0.14504,0.05145,0.22658,0.30678,0.035801,1.635e+05
0.23477,0.70468,1.3506,0.16103,0.15184,0.62952,1.1756,0.081591,0.20309,0.96298,1.2848,0.13858,0.14249,0.40214,0.28051,0.14402,0.22928,0.9089,1.2573,0.1734,0.057181,0.24922,0.24422,0.037594,1.5137e+05
0.17977,0.61774,1.5724,0.17077,0.13577,0.344,1.7811,0.08134,0.17608,0.54371,1.4145,0.12232,0.13372,0.40867,0.3168,0.12999,0.18546,0.62849,1.1354,0.17137,0.055731,0.22215,0.31658,0.035336,1.626e+05
0.17527,0.6437,1.9491,0.15895,0.15604,0.49521,1.8679,0.073355,0.15858,0.6646,2.2643,0.11456,0.12584,0.36313,0.4283,0.13941,0.16839,0.69116,1.9336,0.15389,0.053933,0.25803,0.35606,0.034407,1.5105e+05
0.28364,0.75399,2.0109,0.15509,0.19506,0.45488,1.5262,0.074786,0.28096,0.8408,1.9637,0.10442,0.14729,0.34793,0.45065,0.13869,0.34944,1.1979,2.0027,0.14753,0.061609,0.24237,0.3952,0.038449,1.6309e+05
0.22184,0.64183,1.9531,0.15008,0.13105,0.51985,2.021,0.072936,0.21467,0.85898,1.8332,0.10521,0.12325,0.36407,0.40881,0.13142,0.23682,0.82404,1.8985,0.14262,0.06173,0.22397,0.32776,0.033008,1.5489e+05
0.24615,0.82821,2.2247,0.14283,0.16121,0.4326,1.6567,0.070796,0.22099,0.61629,1.8284,0.09672,0.15916,0.44354,0.45513,0.12013,0.24526,0.91227,1.8935,0.13906,0.063816,0.27869,0.32287,0.031378,1.467e+05
0.22849,1.124,2.1099,0.14473,0.18375,0.66768,2.3054,0.064687,0.21535,0.88311,2.0478,0.090602,0.14753,0.43012,0.46623,0.12835,0.21882,1.2009,1.6991,0.14567,0.056757,0.26752,0.42734,0.036472,1.9286e+05
0.33386,0.91869,3.6901,0.15408,0.34636,0.70298,3.5607,0.067586,0.31953,1.0843,2.9824,0.088012,0.14303,0.42951,0.55639,0.13151,0.3143,1.0006,3.0307,0.14808,0.065487,0.29354,0.52146,0.034846,1.6217e+05
0.23945,0.72119,2.6773,0.12919,0.1689,0.59749,2.7847,0.059355,0.17533,0.71529,2.3039,0.079897,0.13816,0.38661,0.50446,0.13274,0.23012,0.75076,2.028,0.12366,0.055493,0.26993,0.50676,0.031303,1.5355e+05
