8.343e+05,5.8918e+05,1.7706e+06,1.2105e+06,8.853e+05,3.499e+05,9.0978e+05,1.0026e+06,1.0695e+06,3.2763e+05,4.1631e+05,9.8557e+05,1.2986e+06,2.841e+05,5.5819e+05,9.9011e+05,1.1393e+06,5.424e+05,1.038e+06,1.1807e+06,1.3293e+06,2.5592e+05,1.2008e+06,1.1814e+06,1.2738e+06
5.0268e+05,5.6214e+05,4.4838e+05,3.4733e+05,7.4536e+05,5.3953e+05,3.2798e+05,2.3275e+05,1.2542e+06,5.6833e+05,1.7855e+05,2.9795e+05,1.2598e+06,2.4922e+05,1.2714e+05,2.0053e+05,9.5737e+05,6.6277e+05,2.8406e+05,4.0736e+05,1.3311e+06,2.4352e+05,1.2631e+05,1.8135e+05,71879
4.7737e+05,7.3447e+05,3.732e+05,3.1758e+05,5.7574e+05,5.9383e+05,2.4475e+05,1.8936e+05,8.3998e+05,7.1e+05,2.0245e+05,2.3618e+05,6.0288e+05,4.0858e+05,1.0764e+05,1.6009e+05,7.5815e+05,7.9078e+05,3.7464e+05,3.5755e+05,7.4667e+05,2.9215e+05,1.3352e+05,1.3143e+05,83606
4.5352e+05,6.1483e+05,4.609e+05,3.3024e+05,5.3024e+05,3.9129e+05,3.1909e+05,2.3982e+05,7.1721e+05,3.564e+05,2.7768e+05,2.4356e+05,5.7965e+05,2.0033e+05,1.7695e+05,2.8131e+05,7.4361e+05,5.6088e+05,3.9018e+05,3.5696e+05,6.5084e+05,1.9443e+05,2.1659e+05,2.7152e+05,2.7897e+06
6.7379e+05,5.4881e+05,1.4369e+06,2.7347e+05,7.1507e+05,4.0468e+05,7.6726e+05,2.1681e+05,9.9766e+05,4.2457e+05,3.3065e+05,2.536e+05,8.9831e+05,2.2798e+05,1.4808e+05,2.3656e+05,1.1078e+06,5.2508e+05,7.3084e+05,3.058e+05,8.0414e+05,1.8959e+05,3.8185e+05,2.0923e+05,5.5388e+05
5.1222e+05,5.4304e+05,2.9076e+05,2.8859e+05,5.8604e+05,3.8781e+05,2.2391e+05,1.5582e+05,7.8356e+05,4.609e+05,2.4122e+05,1.783e+05,5.3476e+05,3.4944e+05,1.2264e+05,1.597e+05,7.4538e+05,4.9982e+05,3.1701e+05,2.7829e+05,5.3612e+05,2.5851e+05,1.4455e+05,1.1295e+05,3.8548e+05
3.5626e+05,5.0476e+05,3.2393e+05,2.6906e+05,3.8628e+05,2.8164e+05,2.608e+05,1.6755e+05,5.8591e+05,2.6595e+05,2.2272e+05,1.8688e+05,4.8244e+05,2.2015e+05,1.0897e+05,1.8719e+05,5.9124e+05,4.6141e+05,2.7634e+05,2.8266e+05,4.5264e+05,1.8722e+05,1.1676e+05,1.4021e+05,1.0993e+05
1.7398e+05,4.2118e+05,3.9785e+05,2.2919e+05,1.3705e+05,2.8827e+05,3.1554e+05,1.2791e+05,1.8968e+05,3.0564e+05,3.2884e+05,1.4112e+05,1.3779e+05,2.2828e+05,1.0084e+05,1.2954e+05,2.3382e+05,4.4964e+05,4.4369e+05,2.0657e+05,1.262e+05,2.2807e+05,1.1192e+05,65401,74063
1.7075e+05,5.4023e+05,1.6274e+06,2.0323e+05,81924,3.761e+05,1.8348e+06,1.2888e+05,1.0871e+05,4.5902e+05,1.3049e+06,1.3549e+05,1.0008e+05,3.1438e+05,3.1704e+05,1.2664e+05,1.7575e+05,5.6576e+05,1.4853e+06,2.0291e+05,62157,1.6765e+05,2.5383e+05,68827,80431
1.3345e+05,5.563e+05,8.1276e+05,2.2402e+05,72627,4.4343e+05,8.9488e+05,1.1847e+05,1.1266e+05,6.0387e+05,1.1742e+06,1.3287e+05,95124,3.1166e+05,3.4082e+05,1.334e+05,1.5913e+05,7.9964e+05,1.1127e+06,2.1915e+05,62237,2.1756e+05,2.3088e+05,69170,87296
